order_no,booking_date,driver_id,license_plates,`status`,create_date,类型,driver_id,license_plates
"P27501933783846833","2017-08-06 07:10:00","26951","京BZ5953","50","2017-08-05 19:49:43","抢单","26951","京BZ5953"
"P24501933956114985","2017-08-05 19:52:00",\N,\N,"60","2017-08-05 19:52:36","其他",\N,\N
"P3501934080430195","2017-08-05 19:54:00",\N,\N,"60","2017-08-05 19:54:40","其他",\N,\N
"P7501934277070430","2017-08-05 19:57:00",\N,\N,"10","2017-08-05 19:57:57","其他",\N,\N
"P10501934436131166","2017-08-05 22:00:00","33213","晋AD172F","60","2017-08-05 20:00:35","抢单","33213","晋AD172F"
"P34501934453475690","2017-08-05 22:00:00","73379","晋A3641Y","60","2017-08-05 20:00:53","抢单","73379","晋A3641Y"
"P24501934796898170","2017-08-05 20:06:00","16523","京BZ5247","60","2017-08-05 20:06:36","绑单","16523","京BZ5247"
"P34501935554673952","2017-08-05 20:19:00","120477","苏B3VE12","60","2017-08-05 20:19:14","绑单","120477","苏B3VE12"
"P27501935579175591","2017-08-05 20:19:00",\N,\N,"60","2017-08-05 20:19:39","其他",\N,\N
"P22501935658428478","2017-08-05 20:20:00",\N,\N,"60","2017-08-05 20:20:58","其他",\N,\N
"P35501935935395041","2017-08-05 20:25:00","115441","京BZ5342","50","2017-08-05 20:25:35","绑单","115441","京BZ5342"
"P15501935951698377","2017-08-05 20:25:00",\N,\N,"60","2017-08-05 20:25:51","其他",\N,\N
"P43501935972107623","2017-08-06 08:30:00",\N,\N,"60","2017-08-05 20:26:12","其他",\N,\N
"P27501936329877754","2017-08-05 20:32:00",\N,\N,"60","2017-08-05 20:32:09","其他",\N,\N
"P3501936343465774","2017-08-06 05:40:00",\N,\N,"60","2017-08-05 20:32:23","其他",\N,\N
"P26501936431079841","2017-08-05 20:33:00",\N,\N,"60","2017-08-05 20:33:51","其他",\N,\N
"P27501936466939491","2017-08-05 20:34:00",\N,\N,"60","2017-08-05 20:34:26","其他",\N,\N
"P27501936634723290","2017-08-05 20:37:00",\N,\N,"60","2017-08-05 20:37:14","其他",\N,\N
"P27501936766964534","2017-08-05 20:39:00",\N,\N,"60","2017-08-05 20:39:26","其他",\N,\N
"P25501937080635518","2017-08-05 20:44:00",\N,\N,"60","2017-08-05 20:44:40","其他",\N,\N
"P27501937374090332","2017-08-06 11:50:00","112939","京BZ5956","50","2017-08-05 20:49:34","抢单","112939","京BZ5956"
"P5501937390186357","2017-08-05 20:49:00",\N,\N,"60","2017-08-05 20:49:50","其他",\N,\N
"P17501937536892956","2017-08-06 11:00:00","19449","京BZ5344","50","2017-08-05 20:52:16","抢单","19449","京BZ5344"
"P45501937594315935","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 20:53:14","其他",\N,\N
"P30501937628367264","2017-08-06 06:40:00",\N,\N,"60","2017-08-05 20:53:47","其他",\N,\N
"P26501937648268725","2017-08-05 21:28:00",\N,\N,"60","2017-08-05 20:54:08","其他",\N,\N
"P34501937690865877","2017-08-06 06:40:00",\N,\N,"60","2017-08-05 20:54:50","其他",\N,\N
"P43501937895232231","2017-08-05 20:58:00",\N,\N,"60","2017-08-05 20:58:15","其他",\N,\N
"P1501938219723178","2017-08-05 22:53:00","23893","京BZ5763","50","2017-08-05 21:03:39","改派","23893","京BZ5763"
"P10501938983926590","2017-08-05 21:16:00",\N,\N,"60","2017-08-05 21:16:23","其他",\N,\N
"P23501939518340806","2017-08-05 21:25:00","81903","浙A732QM","50","2017-08-05 21:25:18","绑单","81903","浙A732QM"
"P3501939541815069","2017-08-05 21:25:00",\N,\N,"60","2017-08-05 21:25:41","其他",\N,\N
"P26501939548661050","2017-08-05 21:25:00",\N,\N,"60","2017-08-05 21:25:48","其他",\N,\N
"P5501940122476017","2017-08-07 12:00:00",\N,\N,"60","2017-08-05 21:35:22","其他",\N,\N
"P5501941424533443","2017-08-05 21:57:00",\N,\N,"60","2017-08-05 21:57:04","其他",\N,\N
"P5501941560429052","2017-08-05 21:59:00",\N,\N,"60","2017-08-05 21:59:20","其他",\N,\N
"P13501942290487450","2017-08-06 09:10:00","26949","京BZ5943","50","2017-08-05 22:11:30","抢单","26949","京BZ5943"
"P35501942453703054","2017-08-05 22:14:00",\N,\N,"60","2017-08-05 22:14:13","其他",\N,\N
"P22501942769741826","2017-08-05 22:19:00",\N,\N,"60","2017-08-05 22:19:29","其他",\N,\N
"P5501942859125206","2017-08-05 22:20:00",\N,\N,"60","2017-08-05 22:20:59","其他",\N,\N
"P37501942882481278","2017-08-05 22:21:00",\N,\N,"60","2017-08-05 22:21:22","其他",\N,\N
"P20501943372502301","2017-08-05 22:29:00",\N,\N,"10","2017-08-05 22:29:31","其他",\N,\N
"P15501943393048650","2017-08-05 22:29:00",\N,\N,"10","2017-08-05 22:29:53","其他",\N,\N
"P17501943646765800","2017-08-06 09:30:00",\N,\N,"60","2017-08-05 22:34:06","其他",\N,\N
"P17501943664962623","2017-08-06 09:30:00",\N,\N,"60","2017-08-05 22:34:24","其他",\N,\N
"P35501943688398671","2017-08-05 22:34:00",\N,\N,"60","2017-08-05 22:34:48","其他",\N,\N
"P17501943728790013","2017-08-06 09:30:00",\N,\N,"60","2017-08-05 22:35:28","其他",\N,\N
"P36501943859762843","2017-08-05 22:37:00",\N,\N,"10","2017-08-05 22:37:39","其他",\N,\N
"P26501943893428343","2017-08-05 22:38:00",\N,\N,"10","2017-08-05 22:38:13","其他",\N,\N
"P13501943941049853","2017-08-06 09:30:00",\N,\N,"60","2017-08-05 22:39:00","其他",\N,\N
"P37501944369744142","2017-08-05 22:46:00",\N,\N,"10","2017-08-05 22:46:09","其他",\N,\N
"P37501944476965877","2017-08-05 22:47:00","21191","鲁AS9Q63","50","2017-08-05 22:47:56","绑单","21191","鲁AS9Q63"
"P37501945712800558","2017-08-05 23:08:00","21191","鲁AS9Q63","50","2017-08-05 23:08:32","绑单","21191","鲁AS9Q63"
"P24501945800828194","2017-08-07 09:00:00",\N,\N,"60","2017-08-05 23:10:00","其他",\N,\N
"P30501946173975704","2017-08-06 23:16:00","3088","苏A7K6F1","60","2017-08-05 23:16:13","抢单","3088","苏A7K6F1"
"P30501946200505361","2017-08-06 23:16:00","10914","苏A2W9G2","60","2017-08-05 23:16:39","抢单","10914","苏A2W9G2"
"P27501946286364021","2017-08-07 18:17:00","10914","苏A2W9G2","60","2017-08-05 23:18:06","抢单","10914","苏A2W9G2"
"P22501946448899076","2017-08-09 07:20:00","10914","苏A2W9G2","60","2017-08-05 23:20:48","抢单","10914","苏A2W9G2"
"P36501946634536588","2017-08-08 07:35:00","5276","苏A6E1F3","60","2017-08-05 23:23:54","抢单","5276","苏A6E1F3"
"P43501946661152030","2017-08-08 07:35:00","3088","苏A7K6F1","60","2017-08-05 23:24:21","抢单","3088","苏A7K6F1"
"P20501946751686530","2017-08-05 23:26:00",\N,\N,"60","2017-08-05 23:25:51","其他",\N,\N
"P10501946768011158","2017-08-06 23:26:00","5276","苏A6E1F3","60","2017-08-05 23:26:07","抢单","5276","苏A6E1F3"
"P10501946788701230","2017-08-06 23:26:00","10914","苏A2W9G2","60","2017-08-05 23:26:28","抢单","10914","苏A2W9G2"
"P33501946910759190","2017-08-07 18:17:00","10914","苏A2W9G2","60","2017-08-05 23:28:30","抢单","10914","苏A2W9G2"
"P25501947847459454","2017-08-05 23:44:00",\N,\N,"60","2017-08-05 23:44:07","其他",\N,\N
"P33501947861239299","2017-08-06 23:44:00",\N,\N,"10","2017-08-05 23:44:21","其他",\N,\N
"P5501947922948017","2017-08-07 23:44:00","5276","苏A6E1F3","60","2017-08-05 23:45:22","抢单","5276","苏A6E1F3"
"P3501947966835794","2017-08-07 23:44:00","10914","苏A2W9G2","60","2017-08-05 23:46:06","抢单","10914","苏A2W9G2"
"P34501947976974918","2017-08-05 23:46:00",\N,\N,"60","2017-08-05 23:46:16","其他",\N,\N
"P21501948918589509","2017-08-06 04:00:00",\N,\N,"60","2017-08-06 00:01:58","其他",\N,\N
"P45501949025926768","2017-08-06 04:00:00",\N,\N,"60","2017-08-06 00:03:45","其他",\N,\N
"P30501949366556563","2017-08-06 08:08:00",\N,\N,"60","2017-08-06 00:09:25","其他",\N,\N
"P45501949789457169","2017-08-06 00:16:00",\N,\N,"60","2017-08-06 00:16:29","其他",\N,\N
"P20501952939086929","2017-08-06 01:08:00",\N,\N,"60","2017-08-06 01:08:58","其他",\N,\N
"P35501959354160238","2017-08-08 12:59:00",\N,\N,"60","2017-08-06 02:55:54","其他",\N,\N
"P30501966979538296","2017-08-06 05:50:00",\N,\N,"60","2017-08-06 05:02:59","其他",\N,\N
"P5501967131590671","2017-08-06 05:45:00",\N,\N,"60","2017-08-06 05:05:31","其他",\N,\N
"P15501967239449440","2017-08-06 05:45:00",\N,\N,"60","2017-08-06 05:07:19","其他",\N,\N
"P27501967685192795","2017-08-06 10:00:00",\N,\N,"60","2017-08-06 05:14:45","其他",\N,\N
"P37501968054579750","2017-08-06 10:00:00",\N,\N,"60","2017-08-06 05:20:54","其他",\N,\N
"P35501968144786396","2017-08-06 07:23:00","39941","京BZ6040","60","2017-08-06 05:22:24","抢单","39941","京BZ6040"
"P37501968193614656","2017-08-06 10:00:00",\N,\N,"60","2017-08-06 05:23:13","其他",\N,\N
"P3501969491596929","2017-08-06 05:44:00",\N,\N,"60","2017-08-06 05:44:51","其他",\N,\N
"P13501969724648269","2017-08-06 10:00:00",\N,\N,"60","2017-08-06 05:48:44","其他",\N,\N
"P3501969904822260","2017-08-06 10:00:00",\N,\N,"60","2017-08-06 05:51:44","其他",\N,\N
"P21501970435303515","2017-08-06 10:00:00",\N,\N,"10","2017-08-06 06:00:35","其他",\N,\N
"P7501970455232911","2017-08-06 10:00:00",\N,\N,"60","2017-08-06 06:00:55","其他",\N,\N
"P20501970556202988","2017-08-06 06:02:00",\N,\N,"60","2017-08-06 06:02:36","其他",\N,\N
"P7501970596990090","2017-08-06 10:00:00",\N,\N,"60","2017-08-06 06:03:17","其他",\N,\N
"P22501970683081327","2017-08-06 06:04:00",\N,\N,"60","2017-08-06 06:04:43","其他",\N,\N
"P25501970909973549","2017-08-06 10:00:00",\N,\N,"60","2017-08-06 06:08:29","其他",\N,\N
"P26501971137324789","2017-08-06 09:30:00",\N,\N,"60","2017-08-06 06:12:17","其他",\N,\N
"P20501972614025837","2017-08-06 06:36:00",\N,\N,"60","2017-08-06 06:36:53","其他",\N,\N
"P34501974376685781","2017-08-06 07:06:00",\N,\N,"60","2017-08-06 07:06:16","其他",\N,\N
"P3501974499878934","2017-08-06 07:08:00",\N,\N,"60","2017-08-06 07:08:19","其他",\N,\N
"P22501975578358096","2017-08-07 09:00:00",\N,\N,"60","2017-08-06 07:26:18","其他",\N,\N
"P35501975702825470","2017-08-07 09:00:00",\N,\N,"60","2017-08-06 07:28:22","其他",\N,\N
"P22501975842028479","2017-08-07 09:00:00",\N,\N,"60","2017-08-06 07:30:42","其他",\N,\N
"P40501976152075841","2017-08-06 07:35:00",\N,\N,"60","2017-08-06 07:35:52","其他",\N,\N
"P7501976209547636","2017-08-06 10:15:00","10722","京BZ5324","50","2017-08-06 07:36:49","抢单","10722","京BZ5324"
"P45501976654707344","2017-08-06 09:19:00","27661","京BZ5941","60","2017-08-06 07:44:14","抢单","27661","京BZ5941"
"P23501977481084302","2017-08-07 09:00:00",\N,\N,"60","2017-08-06 07:58:01","其他",\N,\N
"P22501977562757666","2017-08-07 09:00:00",\N,\N,"60","2017-08-06 07:59:22","其他",\N,\N
"P3501977687146864","2017-08-07 09:00:00",\N,\N,"60","2017-08-06 08:01:27","其他",\N,\N
"P10501978866551475","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 08:21:06","其他",\N,\N
"P34501979001688616","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 08:23:21","其他",\N,\N
"P45501979038960945","2017-08-10 10:40:00","81221","京BZ5350","50","2017-08-06 08:23:59","抢单","81221","京BZ5350"
"P5501979128989005","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 08:25:29","其他",\N,\N
"P40501979235425419","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 08:27:15","其他",\N,\N
"P3501979274909765","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 08:27:54","其他",\N,\N
"P13501979378950216","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 08:29:38","其他",\N,\N
"P10501979470939965","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 08:31:10","其他",\N,\N
"P36501979547069192","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 08:32:27","其他",\N,\N
"P35501979653513871","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 08:34:13","其他",\N,\N
"P30501979812354152","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 08:36:52","其他",\N,\N
"P34501980017262281","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 08:40:17","其他",\N,\N
"P36501980184133959","2017-08-06 12:35:00",\N,\N,"60","2017-08-06 08:43:04","其他",\N,\N
"P21501980266062251","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 08:44:26","其他",\N,\N
"P15501980471231349","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 08:47:51","其他",\N,\N
"P43501980556112021","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 08:49:16","其他",\N,\N
"P15501980611149355","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 08:50:11","其他",\N,\N
"P20501980842756296","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 08:54:02","其他",\N,\N
"P26501981196059367","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 08:59:56","其他",\N,\N
"P21501981529052668","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 09:05:29","其他",\N,\N
"P3501981665732070","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 09:07:45","其他",\N,\N
"P33501981935992266","2017-08-06 09:12:00",\N,\N,"60","2017-08-06 09:12:16","其他",\N,\N
"P33501981964793149","2017-08-06 09:12:00","12988","沪BMM579","50","2017-08-06 09:12:44","绑单","12988","沪BMM579"
"P37501981995273658","2017-08-13 09:00:00",\N,\N,"60","2017-08-06 09:13:15","其他",\N,\N
"P21501982043959212","2017-08-06 09:14:00","26611","辽BA56E6","50","2017-08-06 09:14:04","绑单","26611","辽BA56E6"
"P21501982072316053","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 09:14:32","其他",\N,\N
"P20501982122821457","2017-08-13 09:00:00",\N,\N,"60","2017-08-06 09:15:22","其他",\N,\N
"P5501982195238955","2017-08-06 09:16:00",\N,\N,"60","2017-08-06 09:16:35","其他",\N,\N
"P36501982255609308","2017-08-13 09:00:00",\N,\N,"60","2017-08-06 09:17:35","其他",\N,\N
"P30501982263599577","2017-08-06 09:17:00",\N,\N,"10","2017-08-06 09:17:43","其他",\N,\N
"P45501982295114901","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 09:18:15","其他",\N,\N
"P3501982306011186","2017-08-06 09:18:00",\N,\N,"60","2017-08-06 09:18:26","其他",\N,\N
"P37501982353439526","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 09:19:13","其他",\N,\N
"P36501982474135191","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 09:21:14","其他",\N,\N
"P33501982478275556","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 09:21:18","其他",\N,\N
"P21501982605589442","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 09:23:25","其他",\N,\N
"P40501982750544284","2017-08-06 13:00:00","81241","京BZ5333","50","2017-08-06 09:25:50","抢单","81241","京BZ5333"
"P34501983087636648","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 09:31:27","其他",\N,\N
"P17501983140366317","2017-08-06 09:32:00",\N,\N,"60","2017-08-06 09:32:20","其他",\N,\N
"P4501983168732250","2017-08-06 09:32:00","106839","京BZ1200","60","2017-08-06 09:32:48","绑单","106839","京BZ1200"
"P17501983209455232","2017-08-06 09:33:00",\N,\N,"60","2017-08-06 09:33:29","其他",\N,\N
"P10501983230725351","2017-08-13 09:00:00",\N,\N,"60","2017-08-06 09:33:50","其他",\N,\N
"P40501983287013001","2017-08-06 09:34:00",\N,\N,"60","2017-08-06 09:34:46","其他",\N,\N
"P36501983293783248","2017-08-06 09:34:00",\N,\N,"60","2017-08-06 09:34:53","其他",\N,\N
"P26501983334449451","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 09:35:34","其他",\N,\N
"P34501983460449977","2017-08-06 09:37:00",\N,\N,"60","2017-08-06 09:37:40","其他",\N,\N
"P22501983485241545","2017-08-06 09:38:00",\N,\N,"60","2017-08-06 09:38:05","其他",\N,\N
"P43501983554638194","2017-08-06 09:39:00",\N,\N,"60","2017-08-06 09:39:14","其他",\N,\N
"P33501983577847644","2017-08-06 13:00:00",\N,\N,"60","2017-08-06 09:39:37","其他",\N,\N
"P34501983600367006","2017-08-06 09:40:00",\N,\N,"60","2017-08-06 09:40:00","其他",\N,\N
"P25501983614546939","2017-08-06 09:40:00",\N,\N,"60","2017-08-06 09:40:14","其他",\N,\N
"P43501983652288966","2017-08-06 09:40:00",\N,\N,"60","2017-08-06 09:40:52","其他",\N,\N
"P36501983731727107","2017-08-06 09:42:00",\N,\N,"60","2017-08-06 09:42:11","其他",\N,\N
"P40501983833089680","2017-08-06 10:45:00","26839","京BZ5998","50","2017-08-06 09:43:52","抢单","26839","京BZ5998"
"P35501984014758484","2017-08-06 09:46:00",\N,\N,"60","2017-08-06 09:46:54","其他",\N,\N
"P35501984046583674","2017-08-06 10:22:00","80915","京BZ6028","60","2017-08-06 09:47:26","抢单","80915","京BZ6028"
"P36501984636770736","2017-08-06 11:28:00",\N,\N,"60","2017-08-06 09:57:16","其他",\N,\N
"P33501984654777459","2017-08-06 11:28:00",\N,\N,"60","2017-08-06 09:57:34","其他",\N,\N
"P33501984698772865","2017-08-06 09:58:00","23907","京BZ5770","60","2017-08-06 09:58:18","绑单","23907","京BZ5770"
"P20501984718971380","2017-08-06 09:58:00",\N,\N,"60","2017-08-06 09:58:38","其他",\N,\N
"P30501984925092017","2017-08-06 10:02:00",\N,\N,"60","2017-08-06 10:02:04","其他",\N,\N
"P13501985437295737","2017-08-06 23:40:00",\N,\N,"60","2017-08-06 10:10:37","其他",\N,\N
"P43501985795585569","2017-08-07 10:00:00",\N,\N,"60","2017-08-06 10:16:35","其他",\N,\N
"P34501985864278688","2017-08-06 10:17:00","80795","京BZ5326","50","2017-08-06 10:17:44","绑单","80795","京BZ5326"
"P20501986437351453","2017-08-06 10:27:00",\N,\N,"60","2017-08-06 10:27:17","其他",\N,\N
"B24501987016839113","2017-08-06 11:38:00",\N,\N,"60","2017-08-06 10:36:56","其他",\N,\N
"P23501987194280758","2017-08-06 10:39:00",\N,\N,"60","2017-08-06 10:39:54","其他",\N,\N
"P27501987742727037","2017-08-06 10:49:00",\N,\N,"60","2017-08-06 10:49:02","其他",\N,\N
"P22501987964203984","2017-08-06 10:52:00",\N,\N,"10","2017-08-06 10:52:44","其他",\N,\N
"P23501988074977941","2017-08-06 23:40:00","27669","京BZ5949","50","2017-08-06 10:54:34","抢单","27669","京BZ5949"
"P36501988332241809","2017-08-06 12:20:00",\N,\N,"60","2017-08-06 10:58:52","其他",\N,\N
"P3501988375492904","2017-08-06 10:59:00",\N,\N,"60","2017-08-06 10:59:35","其他",\N,\N
"P17501988560265978","2017-08-06 11:02:00",\N,\N,"60","2017-08-06 11:02:40","其他",\N,\N
"P17501988629307901","2017-08-06 11:03:00",\N,\N,"60","2017-08-06 11:03:49","其他",\N,\N
"P25501988714874648","2017-08-06 11:05:00",\N,\N,"60","2017-08-06 11:05:14","其他",\N,\N
"P13501988791638603","2017-08-06 11:06:00",\N,\N,"60","2017-08-06 11:06:31","其他",\N,\N
"P26501988976027385","2017-08-07 11:30:00","26971","京BZ5944","50","2017-08-06 11:09:36","抢单","26971","京BZ5944"
"P23501989303685963","2017-08-06 11:15:00","26611","辽BA56E6","50","2017-08-06 11:15:03","绑单","26611","辽BA56E6"
"P22501989306624409","2017-08-06 11:15:00",\N,\N,"60","2017-08-06 11:15:06","其他",\N,\N
"P22501989438925658","2017-08-06 11:17:00",\N,\N,"60","2017-08-06 11:17:18","其他",\N,\N
"P21501989569056625","2017-08-06 11:19:00",\N,\N,"60","2017-08-06 11:19:29","其他",\N,\N
"P15501989650433417","2017-08-06 11:20:00",\N,\N,"60","2017-08-06 11:20:50","其他",\N,\N
"P33501989751830847","2017-08-07 05:40:00","26971","京BZ5944","60","2017-08-06 11:22:31","抢单","26971","京BZ5944"
"P15501989779369333","2017-08-06 11:22:00",\N,\N,"60","2017-08-06 11:22:59","其他",\N,\N
"P36501989786874452","2017-08-06 11:23:00","21191","鲁AS9Q63","50","2017-08-06 11:23:06","绑单","21191","鲁AS9Q63"
"P5501989872927781","2017-08-07 05:40:00",\N,\N,"60","2017-08-06 11:24:32","其他",\N,\N
"P43501989929140457","2017-08-07 05:30:00",\N,\N,"60","2017-08-06 11:25:29","其他",\N,\N
"P36501990072987111","2017-08-06 11:27:00","43661","京BZ6001","50","2017-08-06 11:27:53","绑单","43661","京BZ6001"
"P21501990269302737","2017-08-06 11:31:00",\N,\N,"60","2017-08-06 11:31:09","其他",\N,\N
"P3501990710671739","2017-08-06 11:38:00",\N,\N,"60","2017-08-06 11:38:30","其他",\N,\N
"P15501990871531700","2017-08-06 11:41:00",\N,\N,"60","2017-08-06 11:41:11","其他",\N,\N
"P34501993026962945","2017-08-07 10:00:00",\N,\N,"60","2017-08-06 12:17:07","其他",\N,\N
"P20501993168502447","2017-08-07 10:00:00",\N,\N,"60","2017-08-06 12:19:28","其他",\N,\N
"P23501993811434306","2017-08-06 12:30:00",\N,\N,"10","2017-08-06 12:30:11","其他",\N,\N
"P17501993849725628","2017-08-07 10:00:00",\N,\N,"60","2017-08-06 12:30:49","其他",\N,\N
"P21501993956324932","2017-08-07 10:00:00",\N,\N,"60","2017-08-06 12:32:36","其他",\N,\N
"P20501993968432555","2017-08-06 12:32:00",\N,\N,"60","2017-08-06 12:32:48","其他",\N,\N
"P30501994104046119","2017-08-07 12:30:00","26859","京BZ6008","50","2017-08-06 12:35:03","抢单","26859","京BZ6008"
"P20501994385413303","2017-08-06 12:39:00",\N,\N,"60","2017-08-06 12:39:45","其他",\N,\N
"P40501995327159649","2017-08-06 12:55:00",\N,\N,"60","2017-08-06 12:55:26","其他",\N,\N
"P40501995412370182","2017-08-06 12:56:00",\N,\N,"60","2017-08-06 12:56:52","其他",\N,\N
"P21501996556083237","2017-08-06 13:15:00",\N,\N,"60","2017-08-06 13:15:56","其他",\N,\N
"P21501996904871161","2017-08-06 13:21:00",\N,\N,"60","2017-08-06 13:21:44","其他",\N,\N
"P5501996979943373","2017-08-08 12:34:00",\N,\N,"60","2017-08-06 13:23:00","其他",\N,\N
"P45501997013813678","2017-08-06 13:23:00",\N,\N,"60","2017-08-06 13:23:33","其他",\N,\N
"P34501997084150144","2017-08-06 13:24:00",\N,\N,"60","2017-08-06 13:24:44","其他",\N,\N
"P7501997515416754","2017-08-06 13:31:00","17491","京BZ5319","50","2017-08-06 13:31:55","绑单","17491","京BZ5319"
"P24501997665497372","2017-08-06 17:10:00","19485","京BZ5353","50","2017-08-06 13:34:25","抢单","19485","京BZ5353"
"B36501997920831837","2017-08-06 15:00:00",\N,\N,"60","2017-08-06 13:38:40","其他",\N,\N
